Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde818     Vardas818      1    10   4    6    5    9      7.48                7.40                
Pavarde819     Vardas819      1    10   2    1    8    5      4.76                3.80                
Pavarde820     Vardas820      2    9    6    9    1    4      4.56                4.80                
Pavarde821     Vardas821      8    4    2    3    8    8      6.80                6.40                
Pavarde822     Vardas822      9    6    9    7    5    2      4.08                4.00                
Pavarde823     Vardas823      7    6    5    5    4    6      5.76                5.60                
Pavarde824     Vardas824      5    4    6    1    6    1      2.36                2.60                
Pavarde825     Vardas825      10   4    1    6    6    8      6.96                7.20                
Pavarde826     Vardas826      10   10   8    9    2    2      4.32                4.80                
Pavarde827     Vardas827      7    4    3    2    10   10     8.08                7.60                
Pavarde828     Vardas828      3    6    10   4    5    10     8.24                8.00                
Pavarde829     Vardas829      4    1    3    6    10   1      2.52                2.20                
Pavarde830     Vardas830      2    6    4    10   7    4      4.72                4.80                
Pavarde831     Vardas831      8    4    7    3    1    2      3.04                2.80                
Pavarde832     Vardas832      9    9    8    2    1    7      6.52                7.40                
Pavarde833     Vardas833      1    4    7    8    2    1      2.36                2.20                
Pavarde834     Vardas834      1    6    3    8    7    1      2.60                3.00                
Pavarde835     Vardas835      2    9    7    7    9    6      6.32                6.40                
Pavarde836     Vardas836      5    5    10   5    5    2      3.60                3.20                
Pavarde837     Vardas837      4    6    2    5    3    5      4.60                4.60                
Pavarde838     Vardas838      7    5    7    5    2    4      4.48                4.40                
Pavarde839     Vardas839      7    5    10   2    8    7      6.76                7.00                
Pavarde840     Vardas840      10   3    7    2    7    9      7.72                8.20                
Pavarde841     Vardas841      9    2    9    5    7    8      7.36                7.60                
Pavarde842     Vardas842      9    10   7    2    2    1      3.00                3.40                
Pavarde843     Vardas843      6    7    4    1    1    1      2.12                2.20                
Pavarde844     Vardas844      8    1    2    10   7    7      6.44                7.00                
Pavarde845     Vardas845      4    1    9    2    3    8      6.32                6.00                
Pavarde846     Vardas846      2    2    1    5    5    5      4.20                3.80                
Pavarde847     Vardas847      3    4    4    10   7    4      4.64                4.00                
Pavarde848     Vardas848      5    4    7    7    4    4      4.56                4.40                
Pavarde849     Vardas849      1    9    10   2    8    6      6.00                6.80                
Pavarde850     Vardas850      6    9    9    10   6    3      5.00                5.40                
Pavarde851     Vardas851      5    6    1    1    6    5      4.52                5.00                
Pavarde852     Vardas852      8    9    1    5    5    1      2.84                2.60                
Pavarde853     Vardas853      2    7    5    5    9    4      4.64                4.40                
Pavarde854     Vardas854      3    5    8    9    9    1      3.32                3.80                
Pavarde855     Vardas855      5    3    3    3    7    5      4.68                4.20                
Pavarde856     Vardas856      1    1    10   4    2    8      6.24                5.60                
Pavarde857     Vardas857      2    3    4    2    8    5      4.52                4.20                
Pavarde858     Vardas858      9    8    3    3    10   1      3.24                3.80                
Pavarde859     Vardas859      5    6    4    5    5    7      6.20                6.20                
Pavarde860     Vardas860      2    8    2    1    3    6      4.88                4.40                
Pavarde861     Vardas861      6    4    5    2    4    7      5.88                5.80                
Pavarde862     Vardas862      5    2    8    1    8    7      6.12                6.20                
Pavarde863     Vardas863      10   7    9    10   1    4      5.36                6.00                
Pavarde864     Vardas864      8    7    4    4    2    1      2.60                2.20                
Pavarde865     Vardas865      8    3    7    6    4    4      4.64                4.80                
Pavarde866     Vardas866      2    3    10   3    8    1      2.68                1.80                
Pavarde867     Vardas867      1    5    2    5    9    6      5.36                5.60                
Pavarde868     Vardas868      10   1    1    10   2    9      7.32                6.20                
Pavarde869     Vardas869      6    4    10   10   4    10     8.72                8.40                
Pavarde870     Vardas870      1    2    8    7    2    9      7.00                6.20                
Pavarde871     Vardas871      3    9    6    7    3    6      5.84                6.00                
Pavarde872     Vardas872      6    6    2    7    8    8      7.12                7.20                
Pavarde873     Vardas873      8    5    10   5    8    8      7.68                8.00                
Pavarde874     Vardas874      5    6    3    5    3    7      5.96                6.20                
Pavarde875     Vardas875      1    6    9    4    4    9      7.32                7.00                
Pavarde876     Vardas876      1    10   1    8    2    1      2.36                1.40                
Pavarde877     Vardas877      9    7    5    5    6    6      6.16                6.00                
Pavarde878     Vardas878      9    4    3    2    3    8      6.48                6.00                
Pavarde879     Vardas879      7    2    6    8    7    9      7.80                8.20                
Pavarde880     Vardas880      9    10   10   6    7    4      5.76                6.00                
Pavarde881     Vardas881      2    3    8    4    9    10     8.08                7.60                
Pavarde882     Vardas882      8    8    10   7    2    4      5.20                5.60                
Pavarde883     Vardas883      2    4    1    10   6    6      5.44                5.20                
Pavarde884     Vardas884      9    5    6    4    9    2      3.84                3.60                
Pavarde885     Vardas885      4    2    6    10   10   1      3.16                3.00                
Pavarde886     Vardas886      5    6    1    8    9    2      3.52                3.60                
Pavarde887     Vardas887      2    5    8    10   2    1      2.76                2.60                
Pavarde888     Vardas888      6    6    5    4    6    1      2.76                3.00                
Pavarde889     Vardas889      10   1    9    4    3    6      5.76                5.20                
Pavarde890     Vardas890      3    3    6    3    6    2      2.88                2.40                
Pavarde891     Vardas891      10   3    7    6    8    4      5.12                5.20                
Pavarde892     Vardas892      8    7    5    6    1    2      3.36                3.60                
Pavarde893     Vardas893      2    3    3    7    7    4      4.16                3.60                
Pavarde894     Vardas894      8    1    4    10   1    4      4.32                4.00                
Pavarde895     Vardas895      1    2    6    6    7    4      4.16                4.80                
Pavarde896     Vardas896      6    5    6    5    1    3      3.64                3.80                
Pavarde897     Vardas897      9    4    10   2    1    9      7.48                7.00                
Pavarde898     Vardas898      6    9    9    4    3    8      7.28                7.20                
Pavarde899     Vardas899      8    5    8    1    6    3      4.04                4.20                
Pavarde900     Vardas900      5    2    1    8    4    2      2.80                2.80                
Pavarde901     Vardas901      1    8    1    10   6    7      6.28                6.60                
Pavarde902     Vardas902      2    4    9    6    10   2      3.68                3.60                
Pavarde903     Vardas903      10   7    1    4    8    10     8.40                8.80                
Pavarde904     Vardas904      2    5    7    9    5    3      4.04                3.80                
Pavarde905     Vardas905      7    7    4    3    9    10     8.40                8.80                
Pavarde906     Vardas906      8    1    10   2    9    6      6.00                6.80                
Pavarde907     Vardas907      10   4    7    7    6    3      4.52                4.60                
Pavarde908     Vardas908      8    10   10   6    2    10     8.88                9.20                
Pavarde909     Vardas909      1    1    1    5    3    3      2.68                2.20                
Pavarde910     Vardas910      2    9    6    1    2    10     7.60                6.80                
Pavarde911     Vardas911      9    8    6    6    8    9      8.36                8.60                
Pavarde912     Vardas912      4    2    9    6    6    4      4.56                4.80                
Pavarde913     Vardas913      5    5    10   2    8    1      3.00                2.60                
Pavarde914     Vardas914      1    8    10   1    7    1      2.76                3.40                
Pavarde915     Vardas915      6    6    5    10   7    2      3.92                3.60                
Pavarde916     Vardas916      7    8    1    3    3    3      3.56                3.00                
Pavarde917     Vardas917      5    8    6    3    10   1      3.16                3.00                
Pavarde918     Vardas918      5    4    5    9    7    7      6.60                6.20                
Pavarde919     Vardas919      7    4    6    7    4    10     8.24                8.40                
Pavarde920     Vardas920      2    10   1    7    4    1      2.52                2.20                
Pavarde921     Vardas921      3    9    6    10   10   7      7.24                7.80                
Pavarde922     Vardas922      5    10   1    9    6    1      3.08                3.00                
Pavarde923     Vardas923      10   6    2    5    6    7      6.52                6.60                
Pavarde924     Vardas924      5    8    9    4    4    8      7.20                6.80                
Pavarde925     Vardas925      10   9    4    3    7    3      4.44                4.60                
Pavarde926     Vardas926      10   3    7    6    3    6      5.92                6.00                
Pavarde927     Vardas927      4    1    4    10   8    3      3.96                3.40                
Pavarde928     Vardas928      8    3    2    2    4    4      3.92                3.60                
Pavarde929     Vardas929      7    2    4    2    1    1      1.88                1.40                
Pavarde930     Vardas930      6    10   1    10   5    5      5.56                5.40                
Pavarde931     Vardas931      10   10   3    1    5    4      4.72                4.40                
Pavarde932     Vardas932      4    7    1    2    7    4      4.08                4.00                
Pavarde933     Vardas933      6    9    6    1    8    5      5.40                5.40                
Pavarde934     Vardas934      10   10   2    8    5    4      5.20                5.60                
Pavarde935     Vardas935      4    9    4    1    1    2      2.72                2.80                
Pavarde936     Vardas936      10   7    9    1    1    3      4.04                4.60                
Pavarde937     Vardas937      6    1    2    3    2    6      4.72                4.40                
Pavarde938     Vardas938      8    6    5    5    9    5      5.64                5.40                
Pavarde939     Vardas939      8    2    3    6    8    2      3.36                3.60                
Pavarde940     Vardas940      4    7    2    6    6    2      3.20                3.60                
Pavarde941     Vardas941      8    6    7    9    2    9      7.96                8.20                
Pavarde942     Vardas942      9    3    2    10   7    9      7.88                8.20                
Pavarde943     Vardas943      6    3    3    6    10   6      5.84                6.00                
Pavarde944     Vardas944      4    8    8    3    6    7      6.52                6.60                
Pavarde945     Vardas945      10   8    3    2    6    4      4.72                4.80                
Pavarde946     Vardas946      1    8    4    2    2    8      6.16                5.60                
Pavarde947     Vardas947      6    6    3    6    10   3      4.28                4.20                
Pavarde948     Vardas948      8    1    7    8    7    5      5.48                5.80                
Pavarde949     Vardas949      6    8    3    1    4    4      4.16                4.00                
Pavarde950     Vardas950      4    8    2    6    7    3      3.96                4.20                
Pavarde951     Vardas951      7    4    5    4    9    4      4.72                4.40                
Pavarde952     Vardas952      8    6    6    5    8    4      5.04                4.80                
Pavarde953     Vardas953      5    5    9    8    3    8      7.20                6.80                
Pavarde954     Vardas954      5    3    8    1    10   8      6.96                6.80                
Pavarde955     Vardas955      7    3    4    10   5    8      7.12                6.80                
Pavarde956     Vardas956      10   7    5    3    6    3      4.28                4.20                
Pavarde957     Vardas957      1    4    5    1    8    8      6.32                6.40                
Pavarde958     Vardas958      8    2    9    1    2    9      7.16                6.20                
Pavarde959     Vardas959      3    3    8    5    10   3      4.12                3.80                
Pavarde960     Vardas960      10   4    8    6    7    8      7.60                7.60                
Pavarde961     Vardas961      10   4    3    7    7    5      5.48                5.80                
Pavarde962     Vardas962      5    10   8    2    6    8      7.28                7.20                
Pavarde963     Vardas963      1    7    9    7    5    1      2.92                3.40                
Pavarde964     Vardas964      6    10   3    8    5    3      4.36                4.20                
Pavarde965     Vardas965      4    6    7    1    7    5      5.00                5.40                
Pavarde966     Vardas966      2    10   3    8    4    10     8.16                7.60                
Pavarde967     Vardas967      4    1    6    4    2    4      3.76                4.00                
Pavarde968     Vardas968      5    4    4    5    4    7      5.96                5.80                
Pavarde969     Vardas969      9    10   7    6    3    9      8.20                8.20                
Pavarde970     Vardas970      3    1    3    7    5    6      5.12                4.80                
Pavarde971     Vardas971      10   10   3    7    9    6      6.72                7.20                
Pavarde972     Vardas972      9    3    10   7    9    1      3.64                4.20                
Pavarde973     Vardas973      7    8    2    5    5    6      5.76                5.60                
Pavarde974     Vardas974      3    10   10   4    4    1      3.08                2.20                
Pavarde975     Vardas975      7    4    1    4    4    8      6.40                6.40                
Pavarde976     Vardas976      10   7    9    5    10   7      7.48                7.80                
Pavarde977     Vardas977      1    3    9    3    3    7      5.72                5.40                
Pavarde978     Vardas978      7    2    2    5    8    1      2.52                2.60                
Pavarde979     Vardas979      6    7    1    7    9    2      3.60                4.00                
Pavarde980     Vardas980      3    10   10   9    10   9      8.76                9.40                
Pavarde981     Vardas981      3    4    7    9    9    5      5.56                5.80                
Pavarde982     Vardas982      2    2    9    9    2    9      7.32                6.20                
Pavarde983     Vardas983      2    9    3    8    6    9      7.64                7.80                
Pavarde984     Vardas984      1    1    3    4    4    6      4.64                4.80                
Pavarde985     Vardas985      1    8    4    7    1    10     7.68                7.60                
Pavarde986     Vardas986      5    8    5    8    3    7      6.52                6.20                
Pavarde987     Vardas987      6    2    3    3    3    2      2.56                2.40                
Pavarde988     Vardas988      4    10   4    1    1    6      5.20                5.20                
Pavarde989     Vardas989      10   2    2    1    4    10     7.52                6.80                
Pavarde990     Vardas990      8    2    2    9    4    9      7.40                7.00                
Pavarde991     Vardas991      4    3    10   3    1    4      4.08                3.60                
Pavarde992     Vardas992      4    5    8    9    5    3      4.28                3.80                
Pavarde993     Vardas993      8    2    10   5    10   7      7.00                7.40                
Pavarde994     Vardas994      3    1    2    10   5    8      6.48                6.00                
Pavarde995     Vardas995      7    1    2    2    6    2      2.64                2.00                
Pavarde996     Vardas996      5    5    1    9    9    7      6.52                6.20                
Pavarde997     Vardas997      1    8    6    10   4    1      2.92                3.00                
Pavarde998     Vardas998      1    2    9    7    8    6      5.76                6.40                
Pavarde999     Vardas999      10   4    5    4    10   1      3.24                2.60                
Pavarde1000    Vardas1000     4    7    8    5    4    8      7.04                6.80                

